00:00:00:000
State for model auctioneer_model is  | No products available. | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 0 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1680.56 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1616.04 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°8 : 64.20043945 ] [ ID Product N°8 : 0.99000001 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1677.46 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1694.66 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°46 : 61.67631149 ] [ ID Product N°46 : 0.86000001 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1695.25 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°48 : 30.01773071 ] [ ID Product N°48 : 0.40000001 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1649.35 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1668.48 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1604.22 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model input_reader is next time: 00:00:00:000
00:00:00:000
State for model auctioneer_model is  | No products available. | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 0 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1680.56 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
