00:00:00:000
State for model auctioneer_model is  | No products available. | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 0 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°87 : 66.25037384 ] [ ID Product N°87 : 0.81999999 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°11 : 40.46677399 ] [ ID Product N°11 : 0.55000001 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1681.45 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°30 : 11.14527512 ] [ ID Product N°30 : 0.15000001 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1681.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1643.58 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1660.67 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model input_reader is next time: 00:00:00:000
00:00:00:000
State for model auctioneer_model is  | No products available. | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 0 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°87 : 66.25037384 ] [ ID Product N°87 : 0.81999999 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°11 : 40.46677399 ] [ ID Product N°11 : 0.55000001 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1681.45 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°30 : 11.14527512 ] [ ID Product N°30 : 0.15000001 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1681.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1643.58 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1660.67 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model input_reader is next time: 00:00:00:000
00:00:00:000
State for model auctioneer_model is  | Current ProductID: 3 | Current BestPrice: 11.990000 | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°87 : 66.25037384 ] [ ID Product N°87 : 0.81999999 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°11 : 40.46677399 ] [ ID Product N°11 : 0.55000001 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1681.45 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°30 : 11.14527512 ] [ ID Product N°30 : 0.15000001 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1681.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1643.58 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1660.67 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: 
State for model input_reader is next time: inf
00:00:05:000
State for model auctioneer_model is  | Current ProductID: 3 | Current BestPrice: 11.990000 | numberRound: 0 | roundState: 0 | auctionState: 1 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 73.90000153 ] [ ID Product N°3 : 0.91000003 ] 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 63.00000000 ] [ ID Product N°3 : 0.77999997 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 31.60000038 ] [ ID Product N°3 : 0.40000001 ] 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 9.56000042 ] [ ID Product N°3 : 0.13000000 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1681.45 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 64.59999847 ] [ ID Product N°3 : 0.87000000 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1681.43 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 20.10000038 ] [ ID Product N°3 : 0.23999999 ] 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1643.58 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 17.00000000 ] [ ID Product N°3 : 0.23999999 ] 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1660.67 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 19.10000038 ] [ ID Product N°3 : 0.23000000 ] 
State for model input_reader is next time: inf
00:00:10:000
State for model auctioneer_model is  | Current ProductID: 3 | Current BestPrice: 14.390000 | numberRound: 1 | roundState: 1 | auctionState: 1 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 73.90000153 ] [ ID Product N°3 : 0.91000003 ] 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 63.00000000 ] [ ID Product N°3 : 0.77999997 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 31.60000038 ] [ ID Product N°3 : 0.40000001 ] 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 9.56000042 ] [ ID Product N°3 : 0.13000000 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1681.45 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 64.59999847 ] [ ID Product N°3 : 0.87000000 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1681.43 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 20.10000038 ] [ ID Product N°3 : 0.23999999 ] 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1643.58 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 17.00000000 ] [ ID Product N°3 : 0.23999999 ] 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1660.67 | Utility: 0.00000000 | Anxiety: 1.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 19.10000038 ] [ ID Product N°3 : 0.23000000 ] 
State for model input_reader is next time: inf
00:00:15:000
State for model auctioneer_model is  | Current ProductID: 3 | Current BestPrice: 14.390000 | numberRound: 1 | roundState: 0 | auctionState: 1 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 73.90000153 ] [ ID Product N°3 : 0.91000003 ] 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 63.00000000 ] [ ID Product N°3 : 0.77999997 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 31.60000038 ] [ ID Product N°3 : 0.40000001 ] 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 9.56000042 ] [ ID Product N°3 : 0.13000000 ] 
State for model affective_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1681.45 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 64.59999847 ] [ ID Product N°3 : 0.87000000 ] 
State for model affective_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1681.43 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 20.10000038 ] [ ID Product N°3 : 0.23999999 ] 
State for model affective_7 is  IdAgent: 7 | Wait Next Product: false | TotalBudget: 1643.58 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 17.00000000 ] [ ID Product N°3 : 0.23999999 ] 
State for model affective_8 is  IdAgent: 8 | Wait Next Product: false | TotalBudget: 1660.67 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 19.10000038 ] [ ID Product N°3 : 0.23000000 ] 
State for model input_reader is next time: inf
00:00:20:000
State for model auctioneer_model is  | Current ProductID: 3 | Current BestPrice: 17.270000 | numberRound: 2 | roundState: 1 | auctionState: 1 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1640.61 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 73.90000153 ] [ ID Product N°3 : 0.91000003 ] 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1635.25 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 63.00000000 ] [ ID Product N°3 : 0.77999997 ] 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1695.11 | Utility: 0.00000000 | Anxiety: 2.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 31.60000038 ] [ ID Product N°3 : 0.40000001 ] 
State for model affective_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1605.43 | Utility: 0.00000000 | Anxiety: 0.00000000 | Frustration: 0.00000000 | ReservePrice for Current Product: [ ID Product N°3 : 9.56000042 ] [ ID Product N°3 : 0.13000000 ] 
