00:00:00:000
State for model auctioneer_model is  | No products available. | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 0 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1636.53 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1610.35 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1649.61 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1610.17 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1659.23 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1695.65 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model input_reader is next time: 00:00:00:000
00:00:00:000
State for model auctioneer_model is  | No products available. | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 0 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1636.53 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1610.35 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1649.61 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1610.17 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1659.23 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1695.65 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model input_reader is next time: 00:00:00:000
00:00:00:000
State for model auctioneer_model is  | Current ProductID: 5 | Current BestPrice: 172.800003 | numberRound: 0 | roundState: 0 | auctionState: 0 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1636.53 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model affective_2 is  IdAgent: 2 | Wait Next Product: false | TotalBudget: 1610.35 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model affective_3 is  IdAgent: 3 | Wait Next Product: false | TotalBudget: 1649.61 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_4 is  IdAgent: 4 | Wait Next Product: false | TotalBudget: 1610.17 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_5 is  IdAgent: 5 | Wait Next Product: false | TotalBudget: 1659.23 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model rational_6 is  IdAgent: 6 | Wait Next Product: false | TotalBudget: 1695.65 | Utility: 0 | N: 0 | Purchased: [] | ReservePrice for Current Product: 
State for model input_reader is next time: inf
00:00:05:000
State for model auctioneer_model is  | Current ProductID: 5 | Current BestPrice: 172.800003 | numberRound: 0 | roundState: 0 | auctionState: 1 | stageState: 1 | SP: 1
State for model affective_1 is  IdAgent: 1 | Wait Next Product: false | TotalBudget: 1636.53 | Utility: 0 | N: 0 | Anxiety: 0 | Frustration: 0 | Purchased: [] | ReservePrice for Current Product: [ ID Product N°5 : 104 ] [ Alpha N°5 : 0.87 ] 
